hotel,url,ville_ok,latitude_hotel,longitude_hotel,description_hotel,scoring_hotel,id_ville,temp_today
L'Autel - Jaccuzi - Centre d'historique,https://www.booking.com/hotel/fr/l-39-autel-rouen.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=af0c4e759352017f&srepoch=1659092972&from=searchresults#hotelTmpl,Rouen,49.444544,1.091178,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement L'Autel - Jaccuzi - Centre d'historique ! Connectez-vous pour économiser.Situé à Rouen, à 500 mètres de la cathédrale Notre-Dame, l'établissement L'Autel - Jaccuzi - Centre d'histoire dispose d'un salon avec une télévision à écran plat et d'une connexion Wi-Fi gratuite.Cet appartement comprend une chambre, une cuisine équipée d'un lave-vaisselle et d'un micro-ondes, ainsi que 2 salles de bains pourvues d'un jacuzzi, de chaussons et d'un lave-linge. Les serviettes et le linge de lit sont fournis.Vous pourrez profiter d'un sauna sur place.L'aéroport de Deauville-Normandie, le plus proche, est implanté à 68 km. ",9.0,2982652,26.43
"The Originals City, Hôtel Notre Dame, Rouen",https://www.booking.com/hotel/fr/hotel-notre-dame.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=af0c4e759352017f&srepoch=1659092972&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Rouen,49.4385349,1.09345078,"Inter-Hotel Rouen Notre Dame is in the centre of Rouen, between the cathedral and the River Seine. It is 3 km from the Kindarena Stadium.The rooms have a TV and free WiFi internet access. Many rooms were renovated in 2019.Breakfast is also served each morning at a rate of €12.00 per adult and €8.00 for children under 10 years oldThe Gothic Notre Dame Cathedral, Gros Horloge astronomical clock and the modern St Joan of Arc Church are within walking distance of Hotel Notre Dame.Please note our establishment is not suitable for people with reduced mobility. ",7.4,2982652,26.43
Citadines Eurometropole Strasbourg,https://www.booking.com/hotel/fr/citadines-eurometropole-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Strasbourg,48.60427412,7.70446112,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Citadines Eurometropole Strasbourg ! Connectez-vous pour économiser.Situé à Strasbourg, à 3,7 km de la Petite France, le Citadines Eurometropole Strasbourg dispose d'un restaurant ainsi que d'un centre de spa et de bien-être avec une piscine intérieure, une salle de sport et un bain turc. Cet appart'hôtel met gratuitement à votre disposition une connexion Wi-Fi et un parking privé.Tous les logements comprennent la climatisation, une télévision à écran plat, un micro-ondes et une salle de bains privative pourvue d'une douche. Certains logements comprennent une kitchenette équipée d'un lave-vaisselle, d'un four et de plaques de cuisson.Le Citadines Eurometropole Strasbourg sert un petit-déjeuner buffet ou à la carte.Vous pourrez profiter d'un sauna sur place.Lors de votre séjour au Citadines Eurometropole Strasbourg, vous pourrez faire de la randonnée et du vélo dans les environs ou profiter de la terrasse bien exposée.Vous séjournerez à 4 km du marché de Noël et à 4,2 km de la cathédrale de Strasbourg. L'aéroport international de Strasbourg, le plus proche, est à 9 km. ",8.6,2973783,27.03
City Résidence Strasbourg Centre,https://www.booking.com/hotel/fr/appart-victoria-garden-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.58906194,7.73879863,"Situé à 1 km de la gare de Strasbourg ainsi qu'à 1,5 km du quartier de La Petite France, l'établissement City Résidence Strasbourg Centre dispose d'une réception ouverte 24h/24 et propose des hébergements indépendants et insonorisés. Vous bénéficierez gratuitement d'une connexion Wi-Fi dans l'ensemble des locaux.Les suites spacieuses comportent une télévision à écran plat, un coin repas ainsi qu'une kitchenette entièrement équipée. Elles comprennent également une salle de bains privative pourvue d'une douche.Le City Résidence Strasbourg Centre sert un petit-déjeuner buffet quotidien dans la salle à manger.Le City Résidence Strasbourg Centre est implanté à 20 minutes de marche de la cathédrale de Strasbourg et à 2 km du parc des expositions de la ville. ",7.1,2973783,27.03
Séjours & Affaires Strasbourg Kleber,https://www.booking.com/hotel/fr/residhome-strasbourg-kleber.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.58319667,7.74285212,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Séjours & Affaires Strasbourg Kleber ! Connectez-vous pour économiser.Cette résidence propose un hébergement individuel confortable. Elle se trouve dans une rue calme du centre-ville, à 5 minutes à pied du quartier historique de la Petite France et de la cathédrale de Strasbourg.Les studios de la résidence Séjours & Affaires Strasbourg Kleber sont équipés d'un accès Internet filaire gratuit et sont accessibles par un ascenseur. Ils disposent également d'une télévision à écran plat, d'un bureau et d'une salle de bains privative. Tous les studios sont dotés d'une kitchenette entièrement équipée.La résidence Séjours & Affaires Strasbourg Kleber est accessible en voiture et un parking public se trouve à 2 minutes. Elle est bien desservie par le tramway, qui vous permettra de vous rendre dans le reste de la ville, et est située à seulement 10 minutes à pied de la gare. ",7.9,2973783,27.03
Comfort Hotel Strasbourg - Montagne Verte & Restaurant Louisiane,https://www.booking.com/hotel/fr/comforthotelstras.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Strasbourg,48.57269177,7.72871353,"Situé près de l'Ill, le Comfort Hotel Strasbourg - Montagne Verte Restaurant Louisiane se trouve à 2 km du quartier historique. Il dispose d'un restaurant avec terrasse d'été et d'un jardin.Les chambres insonorisées sont équipées d'une télévision par satellite à écran plat et d'un plateau/bouilloire. Leur salle de bains privative est pourvue d’un sèche-cheveux. Une connexion Wi-Fi gratuite est disponible dans tout l’établissement.Des spécialités régionales sont servies au restaurant La Louisiane et vous pourrez prendre un verre au bar tout en lisant les journaux fournis. Un petit-déjeuner buffet est proposé chaque matin de 6h30 à 11h00.Cet établissement propose un parking privé gratuit sur place. Le golf de Strasbourg est à 15 km de l'hôtel. L'aéroport international de Strasbourg est à seulement 19 km. ",8.2,2973783,27.03
City Residence Access Strasbourg,https://www.booking.com/hotel/fr/city-residence-access-strasbourg-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.590014,7.73987,"Situé à Strasbourg, à moins de 900 mètres du marché de Noël de la ville, le City Residence Access Strasbourg propose des hébergements avec une télévision et une kitchenette.Les logements comprennent une salle de bains privative entièrement équipée pourvue d'une douche et d'articles de toilette gratuits.Vous séjournerez à 12 minutes à pied du quartier de la Petite France et à 1 km de la cathédrale de Strasbourg. L'aéroport de Strasbourg-Entzheim se trouve quant à lui à 10 km du City Residence Access Strasbourg. ",7.0,2973783,27.03
Appartements Orfèvres Cathédrale,https://www.booking.com/hotel/fr/appartements-orfevres.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.5823315,7.74912687,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appartements Orfèvres Cathédrale ! Connectez-vous pour économiser.Occupant un bâtiment du XVIe siècle, l'Appartements Orfèvres se situe dans le centre-ville de Strasbourg, à 50 mètres de la cathédrale. Doté d'une connexion Wi-Fi gratuite, il se trouve à 2 km de la gare de Strasbourg et à 9 km de l'aéroport international de cette même ville.Offrant une vue sur la cathédrale, cet appartement moderne dispose d'une kitchenette entièrement équipée, d'un salon et d'une salle de bains, pourvue d'articles de toilette gratuits et d'un sèche-cheveux.La place Kléber est accessible à 350 mètres et vous rejoindrez le palais du Rhin en 10 minutes de marche. Le zénith de Strasbourg se situe à 7 km et l'opéra national est éloigné d'1 km. ",7.3,2973783,27.03
Couvent du Franciscain,https://www.booking.com/hotel/fr/couventdufranciscain.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.58794244,7.74613515,"Situé à 10 minutes de marche de la cathédrale et du centre-ville historique de Strasbourg, cet hôtel propose des chambres climatisées avec connexion Wi-Fi gratuite ainsi qu'un service de location de vélos. Il dispose d'une salle à manger voûtée et décorée de la fresque des Franciscains d'André Wenger.Les chambres du Couvent du Franciscain comprennent toutes une télévision par satellite à écran plat. Elles possèdent également une salle de bains privative munie d'un sèche-cheveux.Le petit-déjeuner buffet est servi dans une grande salle voûtée et lumineuse. L'hôtel dispose d'un bar, où vous pourrez vous détendre, ainsi que d'une salle de séminaires pouvant accueillir jusqu'à 18 personnes.L'hôtel se trouve à 1,3 km de la gare TGV de Strasbourg et de l'autoroute A35. Les autobus, les tramways et 2 parkings publics sont situés à moins de 5 minutes à pied. ",8.0,2973783,27.03
K Hotel,https://www.booking.com/hotel/fr/k-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Strasbourg,48.59304756,7.71466415,"Situé à Strasbourg, le K Hotel dispose d’une salle de sport et offre une vue sur la ville. L’église Saint-Paul se trouve à 3,9 km, la « Petite France » à 4 km et le parc des expositions de Strasbourg à 4,3 km. Toutes les chambres disposent d’une télévision par satellite à écran plat.Tous les logements de l’hôtel sont équipés d’une bouilloire. Dotées d'une salle d'eau privative, les chambres du K HOTEL sont également pourvues d'une connexion Wi-Fi gratuite. Les logements disposent de la climatisation et d’un bureau.Le K Hotel possède une terrasse.Le personnel de la réception parle anglais et allemand et reste à votre disposition 24h/24.Le K Hotel se trouve à 4,4 km de la cathédrale de Strasbourg. L’aéroport international de Strasbourg est situé à 11 km. L'Espace Européen de l'Entreprise se trouve moins de 10 minutes en voiture. ",8.7,2973783,27.03
HANNONG Hotel & Wine Bar,https://www.booking.com/hotel/fr/tihannong.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.58279611,7.74312839,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement HANNONG Hotel & Wine Bar ! Connectez-vous pour économiser.L'Hôtel Hannong est situé au cœur de Strasbourg, à seulement 5 minutes de marche de la gare TGV, de la cathédrale et du quartier de la Petite France. Vous pourrez profiter gratuitement d'une connexion Wi-Fi.Les chambres du Hannong sont climatisées et insonorisées. Revêtues de parquet, elles sont dotées d'un mobilier de style européen, d'une télévision par satellite et d'une salle de bains privative avec baignoire ou douche.Un petit-déjeuner buffet comprenant des boissons chaudes, des viennoiseries et du pain fait maison, des produits locaux, des confitures ainsi que des jus de fruits est servi tous les matins dans la salle prévue à cet effet. Vous pourrez prendre un verre au bar à vin dans le salon au plafond de verre ou sur la grande terrasse.L'Hôtel Hannong se trouve à seulement 100 mètres de la station de tramway principale, celle de la Place de l'Homme de Fer. Enfin, la gare de Strasbourg est accessible en 9 minutes à pied. ",8.7,2973783,27.03
"voco Strasbourg Centre - The Garden, an IHG Hotel",https://www.booking.com/hotel/fr/golden-tulip-strasbourg-centre-the-garden.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Strasbourg,48.589685,7.739508,"Doté d'un jardin et d'un restaurant, le voco Strasbourg Centre - The Garden, an IHG Hotel est situé à Strasbourg. Cet établissement possède également une terrasse, un salon commun et un bar. Le marché de Noël de Strasbourg se trouve à 1,5 km et l’église Saint-Paul est à 1,9 km.Toutes les chambres comprennent un bureau, une télévision à écran plat et une salle de bains privative. Les chambres du voco Strasbourg Centre disposent de la climatisation et d'une armoire.Un petit-déjeuner buffet est servi sur place.Cet hôtel 4 étoiles possède un baby-foot et une salle de sport accessible gratuitement 24h/24. Sur réservation, sous réserve de disponibilité et moyennant des frais supplémentaires, les personnes âgées de 18 ans minimum pourront accéder à la piscine et au centre de bien-être. Merci de consulter la rubrique « À savoir », pour prendre connaissance des conditions d’admission des enfants. Des massages sont également dispensés, sur réservation et moyennant des frais supplémentaires.Le personnel de la réception se tient à votre service 24h/24.La cathédrale de Strasbourg se trouve à 2,3 km. Enfin, l’aéroport international de Strasbourg, le plus proche, se trouve à 12 km. Un parking est disponible, sous réserve de disponibilité, sur réservation et moyennant des frais supplémentaires. ",8.5,2973783,27.03
Student Factory Strasbourg Etoile,https://www.booking.com/hotel/fr/student-factory-strasbourg-etoile.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.576293,7.756825,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Student Factory Strasbourg Etoile ! Connectez-vous pour économiser.Doté d'un salon commun et d'une connexion Wi-Fi gratuite, le Student Factory Strasbourg Etoile propose des hébergements idéalement situés à Strasbourg, à proximité du musée d'histoire, de la cathédrale et de l'église Saint-Paul.Tous les logements comprennent une télévision à écran plat, une cuisine entièrement équipée avec des plaques de cuisson ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux.Vous séjournerez à 1,5 km du jardin botanique de l'Université de Strasbourg et à 1,9 km de la Petite France. L'aéroport international de Strasbourg, le plus proche, est implanté à 12 km. ",8.6,2973783,27.03
Hôtel Restaurant Athena Spa,https://www.booking.com/hotel/fr/athena-spa.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Strasbourg,48.59173665,7.71170497,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Restaurant Athena Spa ! Connectez-vous pour économiser.Installé à moins de 3 km du centre-ville de Strasbourg, l’Hôtel Restaurant Athena Spa possède une salle de sport accessible 24h/24, Cet hôtel design comprend un restaurant à la carte, un bar et une réception ouverte 24h/24. Vous y trouverez une piscine sensorielle, ouverte tous les jours et gratuite.Modernes et colorées, les chambres sont équipées de la climatisation, d’une connexion Wi-Fi gratuite, d’une télévision par satellite à écran plat et d’un plateau/bouilloire. Leur salle de bains privative est pourvue d’une douche, d’un sèche-cheveux et d’articles de toilette gratuits.Un petit-déjeuner buffet est préparé chaque matin. Le bar est ouvert tous les jours de midi à minuit.Vous pourrez accéder à l'espace bien-être et au spa de l'hôtel, qui comporte une piscine sensorielle avec jets d'hydromassage, un hammam, un sauna finlandais, un sauna tropical, un espace détente et une douche multi-sensorielle.L'hôtel dispose d'un nombre limité de places de stationnement gratuites dans un parking extérieur sécurisé. Un parking souterrain est également accessible moyennant des frais supplémentaires. De plus, deux bornes de recharge pour véhicules électriques sont disponibles moyennant des frais supplémentaires. L’Hôtel Restaurant Athena Spa se trouve à 2,5 km du quartier de la Petite France et à 3 km de la cathédrale de Strasbourg. L’aéroport international de Strasbourg est implanté à 8 km. ",8.5,2973783,27.03
The People - Strasbourg,https://www.booking.com/hotel/fr/the-people-hostel-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Strasbourg,48.581195,7.757318,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement The People - Strasbourg ! Connectez-vous pour économiser.Doté d’un bar, l’établissement The People - Strasbourg vous accueille à Strasbourg, en Alsace, à 500 mètres de la cathédrale et du musée historique de la ville de Strasbourg. Vous pourrez notamment profiter d’un restaurant, d’une réception ouverte 24h/24, d’un salon commun et d’une connexion Wi-Fi gratuite dans l’ensemble des locaux. L’établissement propose un bureau d’excursions et des animations en soirée.Le linge de lit est fourni.Le matin, cette auberge de jeunesse sert un petit-déjeuner buffet ou continental.Le People - Strasbourg met à votre disposition une terrasse.Vous séjournerez à proximité de lieux d’intérêt prisés, comme l’église Saint-Paul, le marché de Noël et le jardin botanique de l’Université de Strasbourg. L’aéroport de Strasbourg-Entzheim, le plus proche, se trouve à 10 km de l’établissement The People - Strasbourg. ",8.4,2973783,27.03
"Holiday Inn Express Strasbourg Centre, an IHG Hotel",https://www.booking.com/hotel/fr/holiday-inn-express-strasbourg-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.57154052,7.74525492,"Le Holiday Inn Express Strasbourg Centre propose des hébergements à seulement 10 minutes de marche du quartier piéton de Strasbourg. Vous pourrez profiter gratuitement d’une connexion Internet et d’un petit-déjeuner buffet continental.Toutes les chambres disposent d’un bureau, d’un coffre-fort et d’une télévision à écran plat avec des chaînes internationales. Un plateau/bouilloire est également fourni. Les logements comprennent une salle de bains privative pourvue d’une douche, et certains sont dotés d’un canapé-lit.Le bar de l’hôtel, ouvert de midi à 23h00, propose un menu de quelques plats pour des repas légers.Un service de blanchisserie et un parking privé sont disponibles sur demande et moyennant des frais supplémentaires. L'hôtel se trouve à 1,1 km du quartier de la Petite France et à 1,2 km du marché de Noël ainsi que de la cathédrale de Strasbourg. La Route des Vins d’Alsace et le parc à thèmes Europa-Park sont directement accessibles depuis les autoroutes françaises et allemandes passant à proximité. ",8.1,2973783,27.03
Cerise Strasbourg,https://www.booking.com/hotel/fr/residence-park-affaires.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from=searchresults#hotelTmpl,Strasbourg,48.56051607,7.74588168,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Cerise Strasbourg ! Connectez-vous pour économiser.Dotée d’une réception ouverte 24h/24, la résidence Cerise Strasbourg propose des studios et des appartements indépendants modernes à 750 mètres du stade de la Meinau. Vous séjournerez à 5 minutes à pied de l’arrêt de tramway Lycée Couffignal, qui vous permettra de rejoindre directement le centre de Strasbourg en 10 minutes.Les appartements et les studios du Cerise Strasbourg comprennent une connexion Wi-Fi gratuite, une salle de bains privative et une kitchenette avec micro-ondes. Une télévision et un ventilateur sont également fournis. Les logements sont tous desservis par un ascenseur.Le Cerise Strasbourg propose un petit-déjeuner buffet quotidien, un service de blanchisserie, un local à vélos et un parking surveillé situé sur place. Vous pourrez prendre vos repas dans l’un des restaurants partenaires de l’établissement, réserver un panier-repas sur place ou vous faire livrer pour manger dans le confort de votre chambre.La résidence Cerise Strasbourg se trouve à seulement 20 minutes en voiture du Parlement européen, accessible directement en tramway. ",7.5,2973783,27.03
Le Grand Hotel,https://www.booking.com/hotel/fr/legrandhotel.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=5dc74e76f02700a6&srepoch=1659092975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Strasbourg,48.58469688,7.736561,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Grand Hotel ! Connectez-vous pour économiser.Le Grand Hôtel est situé en face de la gare de Strasbourg, à 10 minutes à pied du centre-ville et de la place Kléber. Il dispose d'un bar, d'une terrasse et d'une connexion Wi-Fi gratuite.Toutes les chambres sont décorées dans un style moderne et comprennent une salle de bains privative. Chacune dispose d'une télévision par satellite à écran plat, d'un téléphone et d'une connexion Wi-Fi gratuite. Elles sont desservies par un ascenseur.Chaque matin, l'établissement sert un petit-déjeuner buffet composé de plats sucrés et salés. Vous pourrez le savourer sur la terrasse lorsque le temps le permet. Un service d'étage est assuré 24h/24. Le bar-salon est idéal pour se détendre après une journée de tourisme ou de travail.Situé à 15 km de l'aéroport et à 8 km de la frontière allemande, le Grand Hotel bénéficie également d'un emplacement idéal pour découvrir les alentours. Vous pourrez vous rendre aux célèbres Galeries Lafayette ou visiter la cathédrale de Strasbourg. ",8.2,2973783,27.03
